number,milliseconds,x,y,pressure,azimuth,altitude,time,Speed_x,Speed_Ax,Speed_y,Speed_Ay,Speed_abs,Speed_A_abs,Strokes_Number,PerStrokes_Time
1,0,1091,585,0,0,9,21:10:01:21:48:43:741,0.0,-0.03741496598639456,0.0,0.06575963718820861,0.0,0.07565850621633956,1,0
1,42,1058,527,0,0,9,21:10:01:21:48:43:783,-7.337715901229826,-0.06277566406270452,12.363012715011541,0.05951595018250489,14.376583670632536,0.0865039439831499,1,42
1,48,1045,508,0,0,9,21:10:01:21:48:43:789,-4.802907872018901,-0.2033994373114316,7.0954267194294065,0.3512887179567839,8.568138908648358,0.40592498625032664,1,48
1,54,1034,489,0,0,9,21:10:01:21:48:43:795,-0.9923192773612355,1.2097067466417641,2.963613740604168,-1.4646708220096407,3.1253326145740954,1.8996449746510524,1,54
1,62,1022,472,0,0,9,21:10:01:21:48:43:803,-22.104188431844584,-3.8314240352626014,28.056455806830225,4.081631338566155,35.7177807075287,5.598171533809348,1,62
1,63,1011,460,0,0,9,21:10:01:21:48:43:804,-11.56341111867953,2.2879786615927142,12.596272717056472,-2.5019975181136664,17.099080766581068,3.390403801400437,1,63
1,79,997,449,0,0,9,21:10:01:21:48:43:820,-0.11034038871598906,-0.8256156536806049,-0.8807319558702789,0.8194552673311558,0.8876169103127105,1.1632489599218339,1,79
1,94,963,425,0,0,9,21:10:01:21:48:43:835,-4.378868486630154,0.4153674628476051,3.382216073423556,-0.3532844189808667,5.532980642522374,0.5452889233123163,1,94
1,110,953,418,0,0,9,21:10:01:21:48:43:851,-1.9402027295205349,-0.21990924320890282,1.2493432049998225,0.16480031042790008,2.307649253140122,0.27480760099721513,1,110
1,118,941,412,0,0,9,21:10:01:21:48:43:859,-4.2399575681233195,-0.16752946644179323,1.8421123482887547,-0.04785802460566704,4.622836584090348,0.17423120456860922,1,118
1,124,928,408,0,0,9,21:10:01:21:48:43:865,-2.9619409088724264,0.4083498343402391,0.9037938216839363,-0.07972963241075388,3.096762377026379,0.41606057430385623,1,124
1,133,916,405,0,0,9,21:10:01:21:48:43:874,-5.802581325675112,-0.6939242479507124,1.190084591369409,0.07544856888406881,5.923364869370148,0.6980138597768785,1,133
1,137,902,403,0,0,9,21:10:01:21:48:43:878,-4.440322186081685,0.3417204844140923,0.6022670128263778,-0.06102402482225098,4.480980547932344,0.3471265202684874,1,137
